_id,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Crop_Encoded
680a2a659af7975ce1564133,37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,Blackgram,2
680a2a659af7975ce156405e,9,49,16,30.88482722,41.36561835,7.661537348,55.053805,MothBeans,13
680a2a659af7975ce156464f,79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,Jute,8
680a2a659af7975ce15645c6,100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,Cotton,6
680a2a659af7975ce1564047,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,MothBeans,13
680a2a659af7975ce1564274,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,Banana,1
680a2a659af7975ce15642fe,27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,Grapes,7
680a2a659af7975ce1563e9f,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,Rice,20
680a2a659af7975ce1564644,100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,Jute,8
680a2a659af7975ce156419b,38,77,22,28.234829,69.3159965,6.313284268,35.36831423,Lentil,10
680a2a659af7975ce1564114,25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,Blackgram,2
680a2a659af7975ce156437b,119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,Watermelon,21
680a2a659af7975ce156441c,106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,Muskmelon,15
680a2a659af7975ce15642e8,28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,Mango,12
680a2a659af7975ce15645fb,112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,Cotton,6
680a2a659af7975ce1564255,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,Banana,1
680a2a659af7975ce1564487,20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,Orange,16
680a2a659af7975ce15643e1,95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,Muskmelon,15
680a2a659af7975ce15646a3,87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,Coffee,5
680a2a659af7975ce1563e51,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,Rice,20
680a2a659af7975ce15643ed,113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,Muskmelon,15
680a2a659af7975ce156449c,30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,Orange,16
680a2a659af7975ce156408d,15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,MothBeans,13
680a2a659af7975ce15644f6,56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,Papaya,17
680a2a659af7975ce156462a,80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,Jute,8
680a2a659af7975ce15642e1,12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,Mango,12
680a2a659af7975ce1564488,26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,Orange,16
680a2a659af7975ce15646b4,87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,Coffee,5
680a2a659af7975ce1563f26,59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,ChickPea,3
680a2a659af7975ce15641bc,12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,Lentil,10
680a2a659af7975ce1563f8b,34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,KidneyBeans,9
680a2a659af7975ce15643a3,92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,Watermelon,21
680a2a659af7975ce1564206,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,Pomegranate,19
680a2a659af7975ce1564188,18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,Lentil,10
680a2a659af7975ce15644de,37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,Orange,16
680a2a659af7975ce1564380,91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,Watermelon,21
680a2a659af7975ce15643a1,81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,Watermelon,21
680a2a659af7975ce1564423,20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,Apple,0
680a2a659af7975ce1564309,36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,Grapes,7
680a2a659af7975ce1564191,2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,Lentil,10
680a2a659af7975ce15646c7,80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,Coffee,5
680a2a659af7975ce1564591,26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,Coconut,4
680a2a659af7975ce1564626,73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,Jute,8
680a2a659af7975ce1564624,90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,Jute,8
680a2a659af7975ce156459a,26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,Coconut,4
680a2a659af7975ce15645e7,133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,Cotton,6
680a2a659af7975ce15644b1,32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,Orange,16
680a2a659af7975ce15640c7,20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,MungBean,14
680a2a659af7975ce1563ed8,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,Maize,11
680a2a659af7975ce15644bf,31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,Orange,16
680a2a659af7975ce1563f15,58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,ChickPea,3
680a2a659af7975ce156401e,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,PigeonPeas,18
680a2a659af7975ce15640d2,25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,MungBean,14
680a2a659af7975ce1564681,84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,Coffee,5
680a2a659af7975ce1564438,32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,Apple,0
680a2a659af7975ce156431e,0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,Grapes,7
680a2a659af7975ce15642ab,15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,Mango,12
680a2a659af7975ce15640b3,33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,MungBean,14
680a2a659af7975ce156408e,35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,MothBeans,13
680a2a659af7975ce1564665,86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,Jute,8
680a2a659af7975ce15641e1,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,Pomegranate,19
680a2a659af7975ce1563eea,73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,Maize,11
680a2a659af7975ce156423a,83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,Banana,1
680a2a659af7975ce1563fd7,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,PigeonPeas,18
680a2a659af7975ce1564473,28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,Apple,0
680a2a659af7975ce1563e79,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,Rice,20
680a2a659af7975ce1564584,0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,Coconut,4
680a2a659af7975ce15640e9,27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,MungBean,14
680a2a659af7975ce1563f86,37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,KidneyBeans,9
680a2a659af7975ce1564080,26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,MothBeans,13
680a2a659af7975ce1563f19,27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,ChickPea,3
680a2a659af7975ce1563ebe,83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,Maize,11
680a2a659af7975ce15640d4,9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,MungBean,14
680a2a659af7975ce1564561,1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,Coconut,4
680a2a659af7975ce1564623,74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,Jute,8
680a2a659af7975ce15642f8,2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,Grapes,7
680a2a659af7975ce1563f85,22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,KidneyBeans,9
680a2a659af7975ce156407c,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,MothBeans,13
680a2a659af7975ce1563ef9,60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,Maize,11
680a2a659af7975ce156417d,32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,Lentil,10
680a2a659af7975ce15644dc,34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,Orange,16
680a2a659af7975ce1563fe4,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,PigeonPeas,18
680a2a659af7975ce15646ce,101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,Coffee,5
680a2a659af7975ce1564208,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,Pomegranate,19
680a2a659af7975ce1564669,72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,Jute,8
680a2a659af7975ce1564018,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,PigeonPeas,18
680a2a659af7975ce1564178,13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,Lentil,10
680a2a659af7975ce156459f,2,30,30,26.00175125,94.79998418,6.331051715,209.540094,Coconut,4
680a2a659af7975ce15640b4,34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,MungBean,14
680a2a659af7975ce15640f0,32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,MungBean,14
680a2a659af7975ce1564214,14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,Pomegranate,19
680a2a659af7975ce15643f9,93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,Muskmelon,15
680a2a659af7975ce1563f13,42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,ChickPea,3
680a2a659af7975ce1564628,81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,Jute,8
680a2a659af7975ce15645ea,114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,Cotton,6
680a2a659af7975ce1563ec6,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,Maize,11
680a2a659af7975ce1563f14,28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,ChickPea,3
680a2a659af7975ce156464c,89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,Jute,8
680a2a659af7975ce1564481,36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,Apple,0
680a2a659af7975ce15646d9,117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,Coffee,5
680a2a659af7975ce1564427,22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,Apple,0
680a2a659af7975ce15646cf,107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,Coffee,5
680a2a659af7975ce15642a3,4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,Mango,12
680a2a659af7975ce1563f30,49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,ChickPea,3
680a2a659af7975ce156415a,59,58,17,28.546224,66.31394098,7.368318809,62.83469851,Blackgram,2
680a2a659af7975ce15640bd,10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,MungBean,14
680a2a659af7975ce1564248,89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,Banana,1
680a2a659af7975ce1564524,59,62,49,43.36051537,93.35191636,6.941496806,114.778071,Papaya,17
680a2a659af7975ce1564444,13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,Apple,0
680a2a659af7975ce156408c,11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,MothBeans,13
680a2a659af7975ce15640d7,40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,MungBean,14
680a2a659af7975ce156449d,21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,Orange,16
680a2a659af7975ce156458d,27,24,29,26.61423461,96.97300803,6.142010637,191.006688,Coconut,4
680a2a659af7975ce156413a,21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,Blackgram,2
680a2a659af7975ce156440c,98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,Muskmelon,15
680a2a659af7975ce1564134,33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,Blackgram,2
680a2a659af7975ce1563f66,42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,ChickPea,3
680a2a659af7975ce15640de,4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,MungBean,14
680a2a659af7975ce15645e0,111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,Cotton,6
680a2a659af7975ce156428d,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,Banana,1
680a2a659af7975ce1563fd5,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,PigeonPeas,18
680a2a659af7975ce1564629,84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,Jute,8
680a2a659af7975ce1564505,44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,Papaya,17
680a2a659af7975ce1563f22,60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,ChickPea,3
680a2a659af7975ce156451e,68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,Papaya,17
680a2a659af7975ce156410b,52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,Blackgram,2
680a2a659af7975ce1563ecb,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,Maize,11
680a2a659af7975ce156465e,67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,Jute,8
680a2a659af7975ce156402f,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,PigeonPeas,18
680a2a659af7975ce15644e9,45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,Papaya,17
680a2a659af7975ce1563f72,40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,KidneyBeans,9
680a2a659af7975ce1564498,0,25,14,19.33516809,91.97978938,6.361671475,116.450422,Orange,16
680a2a659af7975ce1563f5b,54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,ChickPea,3
680a2a659af7975ce156406b,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,MothBeans,13
680a2a659af7975ce15644fe,34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,Papaya,17
680a2a659af7975ce1564091,35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,MothBeans,13
680a2a659af7975ce1563fb4,4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,KidneyBeans,9
680a2a659af7975ce15640e4,14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,MungBean,14
680a2a659af7975ce156406f,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,MothBeans,13
680a2a659af7975ce1564637,77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,Jute,8
680a2a659af7975ce1564265,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,Banana,1
680a2a659af7975ce156457a,7,15,32,25.03512351,95.89739958,6.182232762,174.796583,Coconut,4
680a2a659af7975ce1564593,27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,Coconut,4
680a2a659af7975ce15645bb,140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,Cotton,6
680a2a659af7975ce1564017,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,PigeonPeas,18
680a2a659af7975ce1564085,15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,MothBeans,13
680a2a659af7975ce1564285,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,Banana,1
680a2a659af7975ce1563e9d,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,Rice,20
680a2a659af7975ce156418f,22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,Lentil,10
680a2a659af7975ce1563e67,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,Rice,20
